book_id,title,author,publication_year,isbn,language,series_name,series_number,genres,categories,audience,avg_rating,ratings_count,reviews_count,shelves,summary_original,summary_enriched,reviews_selected,full_text_combined,themes,motifs,tone,writing_style,character_types,narrative_structure,embedding_summary,embedding_enriched,embedding_final
28378959,Ashes #1,,2013,,eng,,,,,,0.00,0,1,,"No good deed goes unpunished: Katie, a former journalist, and Rupert, a former soldier, struggle with their lives in the years after they both had a brief brush with heroism. When an old nemesis is awakened half a world away, that struggle is about to get a lot more deadly.",,,,,,,,,,,,
79639,"Ogres of Ohio (American Chillers, #2)",,2002,1893699218,eng,,,,,,3.88,436,21,,"A HIDDEN DOOR...
THAT LEADS TO DISASTER!
Danielle Reed and her family have just moved to Sandusky, Ohio. But there's something about their new home that makes here feel uneasy.
When she finds a boarded-up door in one of the upstairs bedrooms, she wonders why it is there...and where it could possibly lead to. Another room? An attic?
Soon, she finds that the door has been hidden for a reason. Because what lies beyond is a place far from her wildest imaginations. A place of mystery and wonder.
A place where ogres are taking over.
But they're not stopping there, as Danielle and her brother quickly find out. The ogres have bigger plans...and Ohio will only be the beginning!",,,,,,,,,,,,
22589377,"Wystan (The Heckmasters, #1)",,2014,,eng,,,,,,4.00,26,11,,"Her search for safety lands her in a totally new kind of danger.
The Heckmasters, Book 1
Certain that an ad for a job in a small New Mexico Territory town is the answer to her prayers, Nebraska schoolteacher Rhia Duke packs her sister into a rickety wagon and heads west.
Except when they reach the near-deserted town, she learns the truth. There is no job, no future, and no welcome in the bleak blue eyes of the handsome sheriff.
The minute Rhia's runaway team thunders into town, Wystan Heckmaster feels the change in the air. One of three sons of a demon who dared love a human, he keeps watch over a Pit guarded by seven seals, and slays any Hellbound demon that attempts to free the master imprisoned within.
With a gut full of regret and a forgotten town filled with reformed demons, Wystan is certain of one thing: he can't be the man Rhia needs. But when the truth behind Rhia's flight from Nebraska comes to light, Wystan must open his soul--and pray there's enough love between them to overcome the darkness rising from the Pit.
Warning: Contains a take-no-prisoners sheriff, a woman who can't outrun her supernatural secrets, and a dusty town where hope is as thin as dust in the wind. Author recommends keeping a glass of cool spring water at your elbow while reading.",,,,,,,,,,,,
19122063,"Bite (Blood Martyr, #2)",,2013,,eng,,,,,,3.87,15,5,,"Alternate cover for this ASIN can be found 
My name is Tanith Quinn and I'm a five hundred year old vampire, trying to live every day to the fullest. I might have cheated Death, but he's always one step behind me, ready to take me into his cold embrace.
I've been lucky so far, but no one's lucky forever.
Female vampiric business owners are dropping like flies in a snowstorm and the Arcadian Council are in town to find out who's killing them. As the owner of one of the hottest clubs in the city, you'd think I'd be worried about being a target.
Wrong.
Instead, I'm framed as the killer and the only thing I can do to escape execution by the Council is to find the murderer myself.
Partnered with an old enemy who'd like nothing more than to see me dead, I must clear my name before any more vampires die.
Because the next head to roll just might be mine.",,,,,,,,,,,,
27237061,Taxi Harold,,,,eng,,,,,,5.00,2,1,,"Harold is a taxi driver in London. He has a loving wife, loving kids and grandkids, just like a thousand others. He has money worries, just like a thousand others. But what if, one day, someone offered him more? An end to all his troubles. No more problems. Would he take it? Would you?
'Taxi Harold' is a short story by up and coming new author A.B.Syed.
A little of the present day, a little mix of fantasy add up to a charming story to take you into another place for a few moments.",,,,,,,,,,,,
288056,Isaac Asimov Presents the Best Science Fiction of the 19th Century,,1991,1561290866,eng,,,,,,3.71,29,7,,"Contents:
The sandman / E.T.A. Hoffmann --
The mortal immortal / Mary Wollstonecraft Shelley --
A descent into the maelstrom / Edgar Allan Poe --
Rappaccini's daughter / Nathaniel Hawthorne --
The clock that went backward / Edward Page Mitchell --
Into the sun / Robert Duncan Milne --
A tale of negative gravity / Frank R. Stockton --
The Horla / Guy de Maupassant --
The shapes / J.-H. Rosny aine.",,,,,,,,,,,,
50248,The King's General,,2004,1844080897,eng,,,,,,3.88,1542,135,,"Alternate cover available .
Honor Harris is only 18 when she first meets Richard Grenvile, proud, reckless - and utterly captivating. But following a riding accident, Honor must reconcile herself to a life alone. As Richard rises through the ranks of the army, marries and makes enemies, Honor remains true to him, and finally discovers the secret of Menabilly.",,,,,,,,,,,,
50249,"Daphne Du Maurier, Haunted Heiress",,2002,0812218361,eng,,,,,,3.28,32,7,,"Auerbach examines the writer of depth and recklessness now largely known only as the author of Rebecca, looking at the way her sharp-edged fiction, with its brutal and often perverse family relationships, has been softened in film adaptations of her work. She reads both du Maurier's life in her writings, and the sensibility of a vanished class and time that haunts the fringes of our own age.",,,,,,,,,,,,
50246,The House on the Strand,,2003,1844080420,eng,,,,,,3.86,3834,348,,"Dick Young is lent a house in Cornwall by his friend Professor Magnus Lane. During his stay he agrees to serve as guinea pig for a new drug Magnus has discovered in his biochemical research; the effect of which is to transport Dick from the house at Kilmarth to the Cornwall of the 14th century.
Alternate cover is available .",,,,,,,,,,,,
50247,I'll Never Be Young Again,,2005,1844080692,eng,,,,,,3.30,255,34,,"The iron of the bridge felt hot under my hand. The sun had been upon it all day. Gripping hard with my hands I lifted myself on to the bar and gazed down steadily on the water passing under ... I thought of places I would never see, and women I should never love. A white sea breaking on a beach, the slow rustle of a shivering tree, the hot scent of grass ... I breathed deeply and I felt as though the waiting water rose up in front of me and would not let me go'
As far as his father, an accomplished poet, is concerned, Richard will never amount to anything, and so he decides to take his fate into his own hands. But at the last moment, he is saved by Jake, who appeals to Richard not to waste his life. Together they set out for adventure, jumping aboard the the first ship they see and working their passage to Norway and around Europe, eventually to bohemian Paris, where Richard meets Hesta, a captivating music student ...",,,,,,,,,,,,
50242,Don't Look Now,,1971,0140035907,eng,,,,,,3.82,1960,122,,The title novella of this collection features John and Laura who are on holiday in Venice. But it is a dangerous place for them as they are being followed by two old sisters and there is a killer on the loose.,,,,,,,,,,,,
50243,Classics of the Macabre,,1987,0385243022,eng,,,,,,4.09,247,44,,"This sumptuous volume celebrates the 80th birthday of one of the best-known and most-loved storytellers in the English language today, Daphne du Maurier.
Here are six masterpieces of the imagination, illustrated in glowing color by prize-winning artist, Michael Foreman.
Don't Look Now, a classic story of the macabre, opens the collection, followed by The Apple Tree, The Blue Lenses, The Birds, The Alibiand Not After Midnight.",,,,,,,,,,,,
50241,The Birds and Other Stories,,2004,1844080870,eng,,,,,,4.02,2523,131,,"How long he fought with them in the darkness he could not tell, but at last the beating of the wings about him lessened and then withdrew...
A classic of alienation and horror, The Birdswas immortalised by Hitchcock in his celebrated film. The five other chilling stories in this collection echo a sense of dislocation and mock man's sense of dominance over the natural world. The mountain paradise of Monte Verita promises immortality, but at a terrible price; a neglected wife haunts her husband in the form of an apple tree; a professional photographer steps out from behind the camera and into his subject's life; a date with a cinema usherette leads to a walk in the cemetery; and a jealous father finds a remedy when three's a crowd...",,,,,,,,,,,,
34683386,Take Me to the Cat,,2017,099717000X,eng,,,,,,3.33,10,9,,"One innocent reunion. One dark and deadly secret. And the truth that threatens them all.
Nostalgic high school senior Michael Jackson wants nothing more than to reunite with his friends from elementary school--and possibly change his name. Transferring before middle school after his parents' nasty divorce, Michael always felt he was at his happiest back in his Oklahoma hometown. Inviting his lifelong crush Catherine, among other former classmates, to a spring break reunion party seems like the perfect plan for Michael to get closure on the formative years of his life.
Yet nothing is as he remembers when Michael finds himself entangled in his own confusion between reality and nightmare. Suddenly, secrets from his childhood resurface, and the fanatic ringleader from Michael's past will do whatever it takes to silence his friends. Now it's up to Michael to save them all before it's too late. But does he have the courage and strength to go up against his own worst enemy?
In this quirky psychological thriller from the mind of Bryant A. Loney, Michael will go through hell and high water as he faces his inner demons, unaware that the revelation he seeks demands the ultimate sacrifice.",,,,,,,,,,,,
22216794,Break In Two (Full Hearts #1),,2014,1443439088,eng,,,,,,3.72,159,32,,"Romantic. Witty. Sexy as hell. A story as satisfying as the perfect man.
Thirty-one-year-old Claire Hatley is running from Seattle having just discovered that her live-in boyfriend has traded her in for a twenty-two-year-old hostess. Devastated and alone Claire must make a fresh start. She answers an ad for a chef at a guest ranch just outside Colorado Springs and finds herself face to face with Cole Mitchell, quite possibly the sexiest man to ever ride a horse. Common sense tells them to stay away from each other, but their attraction is not to be denied. He gives her a glimpse of what love should be, but just as she starts to trust him, the past comes back to tear them apart.
Join Claire and Cole as they embark on the stormy love affair of a lifetime.",,,,,,,,,,,,
7170094,Studies on the Abuse and Decline of Reason: Text and Documents,,2010,0226321096,eng,,,,,,3.91,8,1,,"Studies on the Abuse and Decline of Reasonis a series of fascinating essays on the study of social phenomena. How to best and most accurately study social interactions has long been debated intensely, and there are two main approaches: the positivists, who ignore intent and belief and draw on methods based in the sciences; and the nonpositivists, who argue that opinions and ideas drive action and are central to understanding social behavior. F. A. Hayek's opposition to the positivists and their claims to scientific rigor and certainty in the study of human behavior is a running theme of this important book.
Hayek argues that the vast number of elements whose interactions create social structures and institutions make it unlikely that social science can predict precise outcomes. Instead, he contends, we should strive to simply understand the principles by which phenomena are produced. For Hayek this modesty of aspirations went hand in hand with his concern over widespread enthusiasm for economic planning. As a result, these essays are relevant to ongoing debates within the social sciences and to discussion about the role government can and should play in the economy.",,,,,,,,,,,,
22386080,Bits and Pieces that will transform your life,,2014,,eng,,,,,,5.00,2,2,,"Over the years, I have discovered there is no single formula to achieve a life of contentment and joy. But there are only tools, which empower and remind us of our abilities and the powers we possess. The biggest problem is that we are unable to be our true selves. We are constantly trying to be someone who is accepted and loved by others. But this is not happiness! This is camouflaging your power to be who you are and giving in to the inessentials. I was doing the same for 24 years. In 2007, I came across these magical accoutrements. Since then I have been expressing my emotions as I am, experiencing myself as I am, and living my life as who I truly am.
During Law Studies, One of my friends introduced me to a world of possibilities. I was amazed to see that a world actually existed outside my fears, my insecurities, and my limitations. A world of self-love, self-confidence, and possibilities. This is the world that my soul longed for, that my body needed, and that my mind desired. And, therefore, it made its appearance in my life.
An intelligent and capable, but always nervous, extremely fearful, and apprehensive girl I was. My encounter with the world of potentialities turned me into a confident, positive, and courageous girl. That's who I became -- my real self, who was always suppressed and unheeded to. I became ME. My anger, my emotional wildness, my defeats, my desires, my moments of embarrassments, etc. were no more a shame for me. They defined me as much as my other positive emotions did.
With this new awareness, I started ACCEPTING my 'own' self, for once! I became more patient towards myself.
I discovered that may it be any issue -- whether it is weight, looks, low self-esteem, mental or physical health issues, or any kind of problems in life; it all stems from not loving yourself enough, from not accepting yourself to the fullest, from not forgiving yourself too much, and from not having the courage to acknowledge and face your fears. The unfortunate part is that we don't know HOW TO. But the fortunate part is that there are infinite ways to do this. You only have to launch an intention and willingness to improve. And the secrets to attaining what you desire will appear in your life.
Self-help books appeared in my life (when I actually wanted to change) and helped me immensely. They didn't act as instant noodles to the hungry aspects of my life, but they changed my ways of looking at situations. They gave me courage to evolve and transform my life into a life that I wanted to live! They slowly introduced me to Laws of Universe. They assisted me in finding my life purpose. They made me aware of the power of our thoughts, choices, and inner voices. They prodded me to seek a journey of self-search. They were my tools, my reminders, my sagacious co-creators.
And then there was no looking back. This magic of finding me amid so much self-doubt and self-criticism is what inspired me to pen down my encounter with nature's gizmos. From self-berating to self-forgiving, from 'living for others' to 'loving myself,' and from nervousness and anxiousness to tranquility and confidence, this book is a collection of the articles I wrote for an Indian Newspaper, just out of my joy to write and share! And, unknowingly, changed thousands of lives. So here I am! Sharing (worldwide) all those observations, learnings, bits and pieces I gathered on my journey to self-improvement. Of course, the journey hasn't ended yet. It's just getting better!
I am not completely free of all fears, but they scare me less. In fact, sometimes not at all! In being your real self lies the greatest joy. A truth I found on my way.
Have a good time reading my gathered insights and have a better time improving!
I have reminded myself of me. Now, it's your time to remind yourself of you!",,,,,,,,,,,,
18507423,"Two Times as Hot (Oklahoma Nights, #2)",,2013,0758285418,eng,,,,,,4.09,13,2,,"One Good Girl...
After her sister snags a hot Oklahoma cowboy, Emma Hart figures it's her turn to saddle up. And with two country boys pursuing her at once, she's in for a wild ride...
Two Sexy Guys...
Lieutenant Colonel Logan Hunt can't deny the heat between him and Emma is fierce. But Logan isn't looking for anything serious...just a chance to blow off some steam. So why is he crazy jealous when he sees pro bull rider Jace Mills trying to charm Emma into bed?
Winner Takes All...
Logan knows he and Emma could have something special--and not just because she's smokin' hot. Now he has to find a way to prove that even a no-strings-attached guy like him can stick around for the long haul...",,,,,,,,,,,,
8321015,So Shelly,,2011,0385739583,eng,,,,,,3.30,709,129,,"Until now, high school junior, John Keats, has only tiptoed near the edges of the vortex that is schoolmate and literary prodigy, Gordon Byron. That is, until their mutual friend, Shelly, drowns in a sailing accident.
After stealing Shelly's ashes from her wake at Trinity Catholic High School, the boys set a course for the small Lake Erie island where Shelly's body had washed ashore and to where she wished to be returned. It would be one last ""so Shelly"" romantic quest. At least that's what they think. As they navigate around the obstacles and resist temptations during their odyssey, Keats and Gordon glue together the shattered pieces of Shelly's and their own pasts while attempting to make sense of her tragic and premature end.",,,,,,,,,,,,
20957892,Just for the Weekend,,2014,1440581347,eng,,,,,,3.80,20,9,,"It's time to play with the grown-ups.
Kindergarten teacher Cleo James needs a change. Three years at her widowed dad's beck and call are enough. A weekend in Vegas at a sci-fi convention with her best friend will do for now, and the hot guy who wants to spend time with her only adds to her excitement. After all--it's just for the weekend. What can possibly go wrong?
Multimillionaire Sam Mason is sick of gold diggers. He's looking for someone who'll fall for him, not his wallet. When he meets a shy, green-skinned slave girl, she pushes all his buttons--the best part is she has no idea who he is and mistakenly believes he's a Chippendale. Between the sexual attraction and too much alcohol, he wakes up married to his green-skinned beauty, but the bride has vanished. Finding her will be a lot harder than he thinks.",,,,,,,,,,,,
20666514,The Count of Monte Cristo,,2003,9792204172,eng,,,,,,4.22,1,1,,"A tantalizing tale of intrigue, villainy and ultimate revenge. A young sailor Edmond Dantes is incarcerated falsely as a Bonapartist to the Chateau' d'If by his enemies- Danglers, Fernand Mondego , Caderousse and Monsieur de Villefort. While in prison he befriends the Abbe Faria who educates him in the languages, arts and sciences. He also tells Edmond of a huge treasure buried in a cave on the Island of Monte Cristo. Follow this amazing tale, how Edmond armed with knowledge and patience sets out to exact revenge on all his enemies. Beautiful comic adaptation by Lou Cameron and restoration by Ali Morbi",,,,,,,,,,,,
17973209,Handsome Hero Wanted (Handsome Heroes #1),,2013,,eng,,,,,,3.32,240,59,,"Five men.
One harem.
Drayton Starberg takes his ship to the planet Falla Bray to join a harem in hopes of scoring money to fix up his old space ship. He has to compete with four other human like species to please the king and be chosen to use his DNA for the new heir. Problem is, each of the other males are growing on him and the king is having a hard time picking just one.
Who will be the king's handsome hero?
Be Warned: menage sex (MMMMMM), BDSM, rimming, m/m sex, orgies",,,,,,,,,,,,
1215850,"Too Soon for Jeff (Hamilton High, #2)",,1994,0930934911,eng,,,,,,3.89,165,19,,"Jeff Browning is a talented debater who stands a solid chance of winning a scholarship to the college of his dreams. When Christy, his girlfriend, announces that she is pregnant and plans to keep the baby, Jeff is forced to accept that he must face the consequences of his actions. Ready or not, Jeff is going to be a father and his life is being changed forever. This story of a reluctant teenage father was unanimously selected by ALA for 1995 Best Books for Young Adults list.",,,,,,,,,,,,
7843401,"Behemoth (Leviathan, #2)",,2010,1442334118,eng,,,,,,4.18,31,7,,"The latest in the New York Times bestselling breakout steampunk series from Scott Westerfeld.
At the end of Leviathan, our heroes Alek and Deryn were aboard a mighty air ship heading toward Constantinople to deliver a secret package. But their secrets--Alek's family is responsible for starting World War I, and Deryn is a girl passing as a guy in the British Air Service--are in jeopardy when their mission goes awry. The only way to save themselves in a hostile, politically charged city is to offer up the thing that matters most--their air ship.
In this striking futuristic rendition of an alternate past where machines are pitted against genetically modified beasts in the first world war, lines between allies and enemies blur, and the consequences are Behemoth.",,,,,,,,,,,,
30044057,Dragonhearted,,2016,,eng,,,,,,3.76,25,7,,"Xin Long is like any ordinary ten-year-old girl. She prefers Wushu to studying, likes hanging out with her friends, and loves listening to her Ah Ma's stories. But when these stories tell of an ancient mythical beast that threatens to destroy the world, Xin Long realises that she is the only one who can stop it.
Can she destroy this evil? As time flies by, Xin Long and her friends - Shu Ping, Four Eyes, and dragon guardian Xiao Lan - must unlock the secrets of ancient Chinese mythology to find a way to stop the end of the world.",,,,,,,,,,,,
21517671,Taken at the Flood: The Roman Conquest of Greece,,,,eng,,,,,,3.85,69,12,,"""Is there anyone on earth who is so narrow-minded or uninquisitive that he could fail to want to know how and thanks to what kind of political system almost the entire known world was conquered and brought under a single empire in less than fifty-three years?"" --Polybius, Histories
The 53-year period Polybius had in mind stretched from the start of the Second Punic War in 219 BCE until 167, when Rome overthrew the Macedonian monarchy and divided the country into four independent republics. This was the crucial half-century of Rome's spectacular rise to imperial status, but Roman interest in its eastern neighbors began a little earlier, with the First Illyrian War of 229, and climaxed later with the infamous destruction of Corinth in 146.
Taken at the Flood chronicles this momentous move by Rome into the Greek east. Until now, this period of history has been overshadowed by the threat of Carthage in the west, but events in the east were no less important in themselves, and Robin Waterfield's account reveals the peculiar nature of Rome's eastern policy. For over seventy years, the Romans avoided annexation so that they could commit their military and financial resources to the fight against Carthage and elsewhere. Though ultimately a failure, this policy of indirect rule, punctuated by periodic brutal military interventions and intense diplomacy, worked well for several decades, until the Senate finally settled on more direct forms of control.
Waterfield's fast-paced narrative focuses mainly on military and diplomatic maneuvers, but throughout he interweaves other topics and themes, such as the influence of Greek culture on Rome, the Roman aristocratic ethos, and the clash between the two best fighting machines the ancient world ever produced: the Macedonian phalanx and Roman legion. The result is an absorbing account of a critical chapter in Rome's mastery of the Mediterranean.",,,,,,,,,,,,
22825258,"Bad Mojo (Zora Banks, #1)",,2014,,eng,,,,,,3.81,41,17,,"""Berryhill's brand of southern-fried, supernatural noir is something to behold.""
--Cherie Priest, bestselling author of Boneshaker and Bloodshot
DESCRIPTION
Shane Berryhill's first dark adult fantasy is the story of ZORA BANKS--a beautiful, Southern conjure woman of mixed race--as told through the eyes of her partner, ASH OWENS, a pretty boy-redneck cursed with a monstrous alter ego.
When Tennessee State Representative Jack Walker hires Ash to find his missing, drug-addicted wife, Ash finds himself at odds with Chattanooga's various underworld gangs--both the living and the unliving--as he and Zora become embroiled in a far-reaching occult organization's grab for ultimate power.
Equal parts True Bloodand Justified, Bad Mojois a dark delight for fans of urban fantasy, Southern Gothics, paranormal romance, and hardboiled crime. It's book one in Berryhill's ""Zora Banks"" series.
PRAISE
""My favourite Urban Fantasy novel of the first half of 2014, even counting the latest Harry Dresden offering. Yes, it is that good.""
--S.R. Manev, Amazon review
""Imagine my delight when I found myself in a world filled with spooks of all types, vipers (vampires), werecreatures, hoodoo, zombies, and so much more. Plus, a subplot of a political hopeful with a dark secret. This is my kind of story.""
--Frank Michael Errington, Blog
""Ash is a d!@k (and he doesn't apologize for it), but he's a very like-able d!@k and a glutton for punishment. I found myself drawn into his life and concerned for how things would fare.""
--Zachary @ The Mouths of Madness Podcast",,,,,,,,,,,,
7717338,The Forever Queen (Saxon #2),,2010,1402240686,eng,,,,,,3.69,2843,304,,"What kind of woman becomes the wife of two kings, and the mother of two more?
Saxon England, 1002. Not only is AEthelred a failure as King, but his young bride, Emma of Normandy, soon discovers he is even worse as a husband. When the Danish Vikings, led by Swein Forkbeard and his son, Cnut, cause a maelstrom of chaos, Emma, as Queen, must take control if the Kingdom-and her crown-are to be salvaged. Smarter than history remembers, and stronger than the foreign invaders who threaten England's shores, Emma risks everything on a gamble that could either fulfill her ambitions and dreams or destroy her completely.
Emma, the Queen of Saxon England, comes to life through the exquisite writing of Helen Hollick, who shows in this epic tale how one of the most compelling and vivid heroines in English history stood tall through a turbulent fifty-year reign of proud determination, tragic despair, and triumph over treachery.",,,,,,,,,,,,
25076597,The Secret's in the Telling,,2008,,eng,,,,,,3.71,14,1,,"Fandom: Harry Potter
Relationships: Draco Malfoy/Harry Potter, Severus Snape/Remus Lupin
--------------------------------------------------
Draco Malfoy suffers the unthinkable when he is turned into a werewolf. How is he supposed to live any kind of life afterwards, especially when Potter continues to stick his unwanted nose into things? HPDM,SSRL Slash. Complete.",,,,,,,,,,,,
16282289,"Haunted by Death (Liz Baker, # 4)",,2012,,eng,,,,,,4.50,6,1,,"Liz Baker always saw herself as a restless bar owner in her small town. She didn't want the white picket fence, two kids, husband, and a dog. Oh, no. Liz wanted more. It didn't matter what, just more.
Now she has more, and it's not as fun as she'd hoped.
Not only does Liz have to deal with monsters, demons, and being a half-vampire daughter to evil, but now her ex-love has announced his speedy wedding to another woman and wants Liz's help. However, Liz steps in to more than just tending bar when she agrees to help out at the reception.",,,,,,,,,,,,
25559024,"Everything She Never Wanted (The Lust Diaries, #2)",,2015,151226508X,eng,,,,,,4.41,15,2,,"After years of struggling to make a living at writing, Yves Santiago finally has a contract to publish her blog The Lust Diaries with Leaf Press, the most prestigious literary publishing house in Philadelphia. She owes all of that to Elijah Weinstein, a man who genuinely respects her hustle and her intellect.
Yves would be the first to admit that she has a knack for falling for the wrong guy, but Elijah is wrong in all the right ways. The kinky, pretty boy and his filthy, delicious mouth has burrowed his way under her skin and she isn't sure how or if she wants to get him out. All of it seems a little too good to be true.
As Yves begins to explore her submissive and kinky tendencies and their affections for each other become more intense, she fears that she is falling into old patterns, losing herself in him.
Elijah keeps pushing her boundaries, making her want and feel things she isn't ready for, but when they come right up to his limits will he be brave enough to let her in?",,,,,,,,,,,,
15713758,Questionably Human,,2012,1477682155,eng,,,,,,3.56,5,2,,"Being an Independent Recovery Agent is simple: Receive a recovery order, find whatever or whoever is missing, return person or item, and receive payment.
It has always been that simple for Keva, until she receives an obscure order that promises a payday large enough to retire. However, the words ""I am not human,"" echoing through a dark room will catapult Keva into an adventure that risks more than her life...it will risk her heart.
***ADULT CONTENT WARNING!***
This Sci-Fi Erotic Romance contains explicit alien/human sex, profane or crude language, and gory action pertaining to hand to hand combat.",,,,,,,,,,,,
10652328,Water for Elephants,,2011,,eng,,,,,,4.07,5520,112,,"Orphaned, penniless, Jacob Jankowski jumps a freight train in the dark, and in that instant, transforms his future. 
By morning, he's landed a job with the Flying Squadron of the Benzini Brothers Most Spectacular Show on Earth. By nightfall, he's in love. 
In an America made colourless by prohibition and the Depression, the circus is a refuge of sequins and sensuality. But behind the glamour lies a darker world, where both animals and men are dispensable. Where falling in love is the most dangerous act of all...",,,,,,,,,,,,
17969630,The Story of Chester the Monarch Caterpillar Larva,,2012,,eng,,,,,,4.00,2,2,,"""The Story of Chester"" is a PHOTO story book for children ages 3 thru 9 that tells the story in photographs and text about Chester, the real-life Monarch caterpillar, on his journey to find his life purpose - to become a beautiful butterfly. Chester, like all Monarch caterpillars, is a determined, ravenous and energetic larva. He has a spunky personality and devours leaves, flowers and seed pods. He sometimes eats cooperatively with his ""brother and sister"" larva, but sometimes other larva bully and bite him. They do NOT want to share their milkweed leaves with him.
When fully grown after two weeks of huge growth and rambunctious eating behavior, Chester leaves the world he knows on the milkweed plant to trek across the yard and up a tree to make his chrysalis, ""a pretty green house, and he didn't even know he could do it!"" He emerges a gorgeous and colorful Monarch butterfly. But there is one thing more left to do. Now Chester the Butterfly must learn how to fly!
""The Story of Chester"" teaches about the amazing life cycle of Monarch butterflies in a story format to engage children and promote a love of nature.
The Story of Chester is now in several school districts and used in second grade classrooms as part of their Life Science Curriculum, teaching about butterfly life cycle.
""The Story of Chester"" has a companion MOVIE/DVD that parallels the entire book with live-action, real-life video of Chester and his life journey.",,,,,,,,,,,,
17969634,Escaped (Book 2 of the Pierced Series),,2013,,eng,,,,,,4.35,122,26,,"FYI: Due to recent changes on Amazon, I've had to change this former Book 1.5 to be Book 2 now. (They've got rid the 0.5s) The book cover still says 1.5 on Goodreads until I can change it!
Oscar Alvarez de Sevilla was living the American dream. Attending a prestigious law school in New York City and madly in love with the girl downstairs, who he was pretty much going to marry as soon as he graduated. Everything was going as planned and life was good.
Twelve years later he is the centerpiece in a daring plan to help two young girls escape from the ruthless psychopath who has had them locked up for most of their lives. The same man for whom Oscar has been working for several years now.
His actions will guarantee he will be dead in less than a year, regardless of whether or not he and the girls are recaptured.
How did things go so wrong?",,,,,,,,,,,,
13495065,"I, Steve: Steve Jobs in his own words",,2011,9350292009,eng,,,,,,3.39,31,7,,"Fortune magazine proclaimed Jobs 'the CEO of the decade'. Harvard Business Review called him 'the world's best-performing CEO'. And the Wall Street Journal praised him as a 'Person of the Decade'.
Steve Jobs, the co-founder and longtime CEO of Apple, Inc., died on 5 October 2011, bringing to an end one of the greatest, most transformative business careers in history. Over the years Jobs gave countless interviews to the media, explaining what he called 'the vision thing'his unmatched ability to envision, and successfully bring to the marketplace, consumer products that people find simply irresistible.
Drawn from more than three decades of media coverage - print, electronic and online - this book serves up the best, most thought- provoking insights spoken by Steve Jobs: more than two hundred quotations that are essential reading for everyone who seeks innovative inspiration from the legend himself.",,,,,,,,,,,,
13495067,"Spirit (Elemental, #3)",,2013,1743310765,eng,,,,,,4.02,203,48,,"Hunter Garrity just wants to be left alone. He has learned the hard way that his unusual abilities come at a price. And he can't seem to afford any allies.
He's up to his neck in hostiles. His grandfather, spoiling for a fight. The Merrick brothers, who think he ratted them out. Calla, the scheming psycho who wants to use him as bait.
Then there's Kate Sullivan, the new girl at school. She's not hostile. She's bold. Funny. Hot. But she's got an agenda, too.
With supposedly secret powers rippling to the surface everywhere around him, Hunter knows something ugly is about to go down - which means he'll have to find someone he can trust.
POWER. ENEMIES. EVERYWHERE.",,,,,,,,,,,,
30192704,"Cicada, May/June 2016 (Cicada v18n05)",,,,eng,,,,,,3.00,3,1,,"Cicada Magazine is that smart, witty friend every creative teen deserves. Featuring exciting new works in fiction, poetry, and comics, plus interviews, Cicada breaks open the lit/art worlds for young adults who are making the leap into creative practice.
Contents of this issue:
2 * Cicada Census|What Sort of Monger Are You? * Tori Telfer
4 * Stow * Fox Brown
14 * Artist Allies|Sasha Velour * Anonymous
_15 * Life is Drag * Sasha Velour
16 * Street Tax * Alox Vaid-Menon
17 * Runaway Blackout * Tara Betts
24 * Things to Do in Mustard Yellow * Olivia Trollinger
26 * We Didn't Know * Elizabeth O'Brien
27 * Sah Fresh!! Clash of 2016 * Nicky Minus
32 * Spring Fashion Dos & Don'ts * Elizabeth Preston
34 * Artist's Manifesto|At the Intersection of Fashion and Activism: An Interview with Hoda Katebi * Anonymous
37 * The Cat at the End of the World * Emily Devenport
46 * Creative Endeavors|Can't Go Back * [The Readers]
_46 * Our Breakup * N. Rahman
_46 * The ""If"" Resolution * Rachel Geffrey
_47 * On the Brink * Thalia
_47 * A Moment for Thought * Haemaru Chung
47 * Call for Creative Endeavors|What You're Carrying * Anonymous
48 * Comics Crush * Anna Bongiovanni",,,,,,,,,,,,
27408869,The Pit: A Story of Chicago,,2003,,eng,,,,,,3.76,3,1,,"The story of Frank Norris's The Pit could be taken from today's headlines: a businessman begins speculating in the commodities market on a small scale until, overcome by greed, addicted to the art of the deal, and harboring an ever-increasing appetite for power, he gambles recklessly in the market while the fortunes of farmers and small investors hang in the balance. At the same time, his independent-minded young wife, bored with domesticity and feeling abused by his neglect of her, risks her marriage by contemplating an affair with a former suitor. By interweaving the conventions of the business plot and the romance plot in this manner, Frank Norris broke with the traditions of his time and brought a fresh perspective to the American novel.",,,,,,,,,,,,
